time,setpoint,measured,err,sum_err,der,output,l_speed,r_speed
0.992,100,78.8734,21.1266,10,147.454,0.3169,2.8231,3.4569
1.024,100,79.3068,20.6932,10,-13.5459,0.310398,2.8296,3.4504
1.056,100,87.1465,12.8535,10,-244.988,0.192803,2.9472,3.3328
1.088,100,84.1817,15.8183,10,92.6495,0.237275,2.90273,3.37727
1.12,100,88.2153,11.7847,10,-126.051,0.17677,2.96323,3.31677
1.152,100,85.4213,14.5787,10,87.3135,0.218681,2.92132,3.35868
1.184,100,89.525,10.475,10,-128.243,0.157124,2.98288,3.29712
1.216,100,91.9106,8.08939,10,-74.549,0.121341,3.01866,3.26134
1.248,100,96.932,3.06796,10,-156.92,0.0460194,3.09398,3.18602
1.28,100,95.6958,4.30422,10,38.633,0.0645632,3.07544,3.20456
1.312,100,98.4653,1.5347,10,-86.5474,0.0230205,3.11698,3.16302
1.344,100,95.5603,4.43971,10,90.7816,0.0665957,3.0734,3.2066
1.376,100,98.2295,1.77045,10,-83.4142,0.0265568,3.11344,3.16656
1.408,100,98.5905,1.40952,10,-11.2794,0.0211427,3.11886,3.16114
1.44,100,93.5624,6.4376,10,157.128,0.096564,3.04344,3.23656
1.472,100,100.919,-0.918619,9.9706,-229.882,-0.0137793,3.15378,3.12622
1.504,100,99.6172,0.382803,9.98285,40.6694,0.00574205,3.13426,3.14574
1.536,100,101.615,-1.61512,9.93117,-62.435,-0.0242267,3.16423,3.11577
1.568,100,106.961,-6.96076,9.70843,-167.051,-0.104411,3.24441,3.03559
1.6,100,102.635,-2.63542,9.62409,135.167,-0.0395313,3.17953,3.10047
1.632,100,112.4,-12.3999,9.22729,-305.141,-0.185999,3.326,2.954
1.664,100,112.163,-12.1625,8.83809,7.41885,-0.182438,3.32244,2.95756
1.696,100,114.147,-14.1468,8.3854,-62.0069,-0.212201,3.3522,2.9278
1.728,100,108.302,-8.30176,8.11974,182.656,-0.124526,3.26453,3.01547
1.76,100,110.22,-10.22,7.7927,-59.9465,-0.153301,3.2933,2.9867
1.792,100,115.984,-15.9838,7.28122,-180.116,-0.239756,3.37976,2.90024
1.824,100,113.863,-13.8625,6.83762,66.2883,-0.207938,3.34794,2.93206
1.856,100,114.821,-14.8212,6.36334,-29.9594,-0.222318,3.36232,2.91768
1.888,100,123.101,-23.1014,5.62409,-258.756,-0.346521,3.48652,2.79348
1.92,100,117.327,-17.3274,5.06962,180.438,-0.259911,3.39991,2.88009
1.952,100,121.989,-21.9889,4.36597,-145.67,-0.329833,3.46983,2.81017
1.984,100,129.948,-29.948,3.40764,-248.724,-0.44922,3.58922,2.69078
2.016,100,120.956,-20.9563,2.73704,280.992,-0.314344,3.45434,2.82566
2.048,100,122.704,-22.7043,2.0105,-54.6267,-0.340565,3.48056,2.79944
2.08,100,130.867,-30.8665,1.02277,-255.068,-0.462998,3.603,2.677
2.112,100,133.826,-33.826,-0.0596608,-92.4833,-0.50739,3.64739,2.63261
2.144,100,129.673,-29.673,-1.0092,129.78,-0.445095,3.5851,2.6949
2.176,100,131.131,-31.1312,-2.0054,-45.5685,-0.466968,3.60697,2.67303
2.208,100,135.157,-35.1571,-3.13042,-125.809,-0.527357,3.66736,2.61264
2.24,100,129.716,-29.7163,-4.08135,170.024,-0.445745,3.58575,2.69425
2.272,100,136.938,-36.9382,-5.26337,-225.683,-0.554073,3.69407,2.58593
2.304,100,132.22,-32.22,-6.29441,147.443,-0.4833,3.6233,2.6567
2.336,100,132.488,-32.4881,-7.33403,-8.37864,-0.487322,3.62732,2.65268
2.368,100,136.108,-36.108,-8.48949,-113.122,-0.541621,3.68162,2.59838
2.4,100,140.149,-40.149,-9.77426,-126.281,-0.602235,3.74224,2.53776
2.432,100,134.729,-34.7292,-10,169.371,-0.520938,3.66094,2.61906
2.464,100,136.307,-36.3073,-10,-49.3159,-0.544609,3.68461,2.59539
2.496,100,133.661,-33.661,-10,82.6965,-0.504915,3.64491,2.63509
2.528,100,136.797,-36.7973,-10,-98.0108,-0.55196,3.69196,2.58804
2.56,100,135.689,-35.6886,-10,34.6475,-0.535329,3.67533,2.60467
2.592,100,131.673,-31.6726,-10,125.499,-0.47509,3.61509,2.66491
2.624,100,132.866,-32.866,-10,-37.2929,-0.49299,3.63299,2.64701
2.656,100,135.387,-35.3866,-10,-78.7679,-0.530799,3.6708,2.6092
2.688,100,133.644,-33.6443,-10,54.447,-0.504664,3.64466,2.63534
2.72,100,129.593,-29.5934,-10,126.592,-0.4439,3.5839,2.6961
2.752,100,128.844,-28.8443,-10,23.4072,-0.432665,3.57266,2.70734
2.784,100,125.634,-25.6339,-10,100.326,-0.384508,3.52451,2.75549
2.816,100,123.51,-23.5104,-10,66.3589,-0.352656,3.49266,2.78734
2.848,100,118.409,-18.4085,-10,159.434,-0.276128,3.41613,2.86387
2.88,100,117.791,-17.7909,-10,19.3001,-0.266864,3.40686,2.87314
2.912,100,113.105,-13.1048,-10,146.441,-0.196572,3.33657,2.94343
2.944,100,113.458,-13.4576,-10,-11.0254,-0.201864,3.34186,2.93814
2.976,100,113.034,-13.0338,-10,13.2442,-0.195507,3.33551,2.94449
3.008,100,110.563,-10.5633,-10,77.2013,-0.15845,3.29845,2.98155
3.04,100,107.964,-7.964,-10,81.2293,-0.11946,3.25946,3.02054
3.072,100,110.842,-10.8416,-10,-89.9251,-0.162624,3.30262,2.97738
3.104,100,114.916,-14.9157,-10,-127.315,-0.223735,3.36374,2.91626
3.136,100,104.998,-4.99773,-10,309.936,-0.0749659,3.21497,3.06503
3.168,100,108.611,-8.6108,-10,-112.909,-0.129162,3.26916,3.01084
3.2,100,109.252,-9.25189,-10,-20.0339,-0.138778,3.27878,3.00122
3.232,100,103.972,-3.97173,-10,165.005,-0.0595759,3.19958,3.08042
3.264,100,102.465,-2.46478,-10,47.0921,-0.0369717,3.17697,3.10303
3.296,100,105.511,-5.51097,-10,-95.1935,-0.0826646,3.22266,3.05734
3.328,100,100.689,-0.688974,-10,150.687,-0.0103346,3.15033,3.12967
3.36,100,97.933,2.06703,-9.93385,86.1253,0.0310055,3.10899,3.17101
3.392,100,95.916,4.08403,-9.80317,63.0313,0.0612605,3.07874,3.20126
3.424,100,96.2765,3.72351,-9.68401,-11.2664,0.0558526,3.08415,3.19585
3.456,100,96.5252,3.47479,-9.57282,-7.77238,0.0521219,3.08788,3.19212
3.488,100,95.7793,4.22071,-9.43776,23.3098,0.0633106,3.07669,3.20331
3.52,100,93.8602,6.13976,-9.24129,59.9703,0.0920964,3.0479,3.2321
3.552,100,93.8492,6.15079,-9.04446,0.344693,0.0922618,3.04774,3.23226
3.584,100,92.2735,7.72654,-8.79721,49.2422,0.115898,3.0241,3.2559
3.616,100,93.4729,6.5271,-8.58834,-37.4824,0.0979065,3.04209,3.23791
3.648,100,94.1221,5.8779,-8.40025,-20.2877,0.0881684,3.05183,3.22817
3.68,100,93.7123,6.28775,-8.19904,12.8079,0.0943162,3.04568,3.23432
3.712,100,94.6919,5.3081,-8.02918,-30.6141,0.0796215,3.06038,3.21962
3.744,100,91.7039,8.29613,-7.76371,93.3759,0.124442,3.01556,3.26444
3.776,100,91.6288,8.37121,-7.49583,2.34628,0.125568,3.01443,3.26557
3.808,100,92.9331,7.06694,-7.26969,-40.7583,0.106004,3.034,3.246
3.84,100,94.196,5.80404,-7.08396,-39.4658,0.0870606,3.05294,3.22706
3.872,100,90.7851,9.21493,-6.78908,106.591,0.138224,3.00178,3.27822
3.904,100,92.5062,7.49384,-6.54928,-53.7843,0.112408,3.02759,3.25241
3.936,100,90.5113,9.48865,-6.24564,62.3381,0.14233,2.99767,3.28233
3.968,100,90.504,9.49596,-5.94177,0.228289,0.142439,2.99756,3.28244
4,100,95.4135,4.58647,-5.795,-153.422,0.068797,3.0712,3.2088
4.032,100,84.7482,15.2518,-5.30694,333.292,0.228777,2.91122,3.36878
4.064,100,90.8025,9.19749,-5.01263,-189.197,0.137962,3.00204,3.27796
4.096,100,90.0458,9.95418,-4.69409,23.6464,0.149313,2.99069,3.28931
4.128,100,87.5362,12.4638,-4.29525,78.4254,0.186957,2.95304,3.32696
4.16,100,87.3372,12.6628,-3.89004,6.21903,0.189942,2.95006,3.32994
4.192,100,91.3996,8.60038,-3.61483,-126.951,0.129006,3.01099,3.26901
4.224,100,92.9361,7.06388,-3.38878,-48.0157,0.105958,3.03404,3.24596
4.256,100,90.1156,9.8844,-3.07248,88.1413,0.148266,2.99173,3.28827
4.288,100,83.0221,16.9779,-2.52919,221.672,0.254669,2.88533,3.39467
4.32,100,83.0701,16.9299,-1.98743,-1.4993,0.253949,2.88605,3.39395
4.352,100,83.5357,16.4643,-1.46057,-14.5508,0.246965,2.89304,3.38696
4.384,100,90.81,9.19002,-1.16649,-227.322,0.13785,3.00215,3.27785
4.416,100,83.597,16.403,-0.641599,225.405,0.246044,2.89396,3.38604
4.448,100,88.9932,11.0068,-0.289382,-168.631,0.165101,2.9749,3.3051
4.48,100,86.5167,13.4833,0.142083,77.3917,0.20225,2.93775,3.34225
4.512,100,89.309,10.691,0.484196,-87.2585,0.160365,2.97963,3.30037
4.544,100,87.5129,12.4871,0.883785,56.1284,0.187307,2.95269,3.32731
4.576,100,84.6615,15.3385,1.37462,89.1041,0.230077,2.90992,3.37008
4.608,100,88.3654,11.6346,1.74692,-115.745,0.174519,2.96548,3.31452
4.64,100,88.3393,11.6607,2.12007,0.814639,0.174911,2.96509,3.31491
4.672,100,88.1483,11.8517,2.49932,5.96763,0.177775,2.96223,3.31777
4.704,100,92.0631,7.93686,2.7533,-122.338,0.119053,3.02095,3.25905
4.736,100,90.6211,9.37891,3.05342,45.0642,0.140684,2.99932,3.28068
4.768,100,85.5782,14.4218,3.51492,157.59,0.216327,2.92367,3.35633
4.8,100,84.3244,15.6756,4.01654,39.1828,0.235134,2.90487,3.37513
4.832,100,84.6393,15.3607,4.50808,-9.84263,0.23041,2.90959,3.37041
4.864,100,85.2039,14.7961,4.98156,-17.6427,0.221941,2.91806,3.36194
4.896,100,88.859,11.141,5.33807,-114.222,0.167115,2.97288,3.30712
4.928,100,86.3546,13.6454,5.77472,78.262,0.204681,2.93532,3.34468
4.96,100,88.8592,11.1408,6.13123,-78.2691,0.167112,2.97289,3.30711
4.992,100,84.1749,15.8251,6.63763,146.386,0.237377,2.90262,3.37738
5.024,100,88.4221,11.5779,7.00812,-132.727,0.173668,2.96633,3.31367
5.056,100,88.6154,11.3846,7.37243,-6.04097,0.170768,2.96923,3.31077
5.088,100,87.3216,12.6784,7.77814,40.4323,0.190176,2.94982,3.33018
5.12,100,84.8631,15.1369,8.26252,76.8273,0.227053,2.91295,3.36705
5.152,100,86.8664,13.1336,8.68279,-62.6028,0.197004,2.943,3.337
5.184,100,89.4953,10.5047,9.01894,-82.1533,0.15757,2.98243,3.29757
5.216,100,89.757,10.243,9.34672,-8.17763,0.153645,2.98636,3.29364
5.248,100,90.9168,9.08317,9.63738,-36.2442,0.136248,3.00375,3.27625
5.28,100,90.3301,9.66987,9.94681,18.3341,0.145048,2.99495,3.28505
5.312,100,91.1843,8.81572,10,-26.6922,0.132236,3.00776,3.27224
5.344,100,92.3418,7.65824,10,-36.1713,0.114874,3.02513,3.25487
5.376,100,91.1522,8.84781,10,37.1742,0.132717,3.00728,3.27272
5.408,100,91.1691,8.83094,10,-0.52732,0.132464,3.00754,3.27246
5.44,100,95.3566,4.64336,10,-130.862,0.0696504,3.07035,3.20965
5.472,100,96.6276,3.37241,10,-39.7171,0.0505862,3.08941,3.19059
5.504,100,95.0799,4.9201,10,48.3653,0.0738015,3.0662,3.2138
5.536,100,91.3128,8.6872,10,117.722,0.130308,3.00969,3.27031
5.568,100,97.3578,2.64216,10,-188.908,0.0396324,3.10037,3.17963
5.6,100,96.3171,3.6829,10,32.5232,0.0552435,3.08476,3.19524
5.632,100,98.8624,1.13763,10,-79.5396,0.0170645,3.12294,3.15706
5.664,100,101.527,-1.52654,9.95115,-83.2553,-0.0228981,3.1629,3.1171
5.696,100,99.0493,0.950702,9.98157,77.4138,0.0142605,3.12574,3.15426
5.728,100,101.454,-1.45393,9.93505,-75.1448,-0.021809,3.16181,3.11819
5.76,100,101.932,-1.9319,9.87323,-14.9364,-0.0289784,3.16898,3.11102
5.792,100,99.9161,0.0838577,9.87591,62.9923,0.00125787,3.13874,3.14126
5.824,100,104.69,-4.68992,9.72583,-149.181,-0.0703488,3.21035,3.06965
5.856,100,101.826,-1.82627,9.66739,89.4889,-0.0273941,3.16739,3.11261
5.888,100,105.815,-5.81525,9.4813,-124.655,-0.0872287,3.22723,3.05277
5.92,100,105.506,-5.50613,9.30511,9.66008,-0.0825919,3.22259,3.05741
5.952,100,108.398,-8.39755,9.03639,-90.3569,-0.125963,3.26596,3.01404
5.984,100,106.517,-6.51711,8.82784,58.7637,-0.0977566,3.23776,3.04224
6.016,100,105.655,-5.65495,8.64688,26.9424,-0.0848242,3.22482,3.05518
6.048,100,109.256,-9.25606,8.35069,-112.535,-0.138841,3.27884,3.00116
6.08,100,106.464,-6.4636,8.14385,87.2645,-0.096954,3.23695,3.04305
6.112,100,103.266,-3.26559,8.03935,99.9378,-0.0489838,3.18898,3.09102
6.144,100,103.629,-3.62904,7.92322,-11.3578,-0.0544355,3.19444,3.08556
6.176,100,104.174,-4.17431,7.78965,-17.0397,-0.0626146,3.20261,3.07739
6.208,100,108.493,-8.49263,7.51788,-134.947,-0.127389,3.26739,3.01261
6.24,100,106.376,-6.37603,7.31385,66.1436,-0.0956405,3.23564,3.04436
6.272,100,107.828,-7.82844,7.06334,-45.3879,-0.117427,3.25743,3.02257
6.304,100,111.482,-11.4823,6.6959,-114.184,-0.172235,3.31223,2.96777
6.336,100,106.566,-6.56634,6.48578,153.624,-0.0984952,3.2385,3.0415
6.368,100,111.527,-11.5273,6.11691,-155.028,-0.172909,3.31291,2.96709
6.4,100,106.533,-6.53317,5.90785,156.065,-0.0979976,3.238,3.042
6.432,100,108.021,-8.02114,5.65117,-46.4988,-0.120317,3.26032,3.01968
6.464,100,111.219,-11.2192,5.29216,-99.941,-0.168289,3.30829,2.97171
6.496,100,111.798,-11.7978,4.91462,-18.0813,-0.176968,3.31697,2.96303
6.528,100,113.371,-13.3711,4.48675,-49.1647,-0.200567,3.34057,2.93943
6.56,100,107.385,-7.38522,4.25042,187.059,-0.110778,3.25078,3.02922
6.592,100,111.503,-11.5031,3.88232,-128.682,-0.172546,3.31255,2.96745
6.624,100,110.025,-10.0248,3.56153,46.1953,-0.150372,3.29037,2.98963
6.656,100,107.987,-7.98661,3.30596,63.6936,-0.119799,3.2598,3.0202
6.688,100,108.084,-8.08384,3.04728,-3.03845,-0.121258,3.26126,3.01874
6.72,100,111.624,-11.6241,2.6753,-110.635,-0.174362,3.31436,2.96564
6.752,100,109.68,-9.67991,2.36555,60.7573,-0.145199,3.2852,2.9948
6.784,100,111.89,-11.8901,1.98506,-69.0688,-0.178352,3.31835,2.96165
6.816,100,113.541,-13.5413,1.55174,-51.6012,-0.20312,3.34312,2.93688
6.848,100,109.805,-9.80452,1.23799,116.776,-0.147068,3.28707,2.99293
6.88,100,108.076,-8.0758,0.979569,54.0226,-0.121137,3.26114,3.01886
6.912,100,108.237,-8.23665,0.715996,-5.0266,-0.12355,3.26355,3.01645
6.944,100,103.294,-3.29424,0.610581,154.45,-0.0494136,3.18941,3.09059
6.976,100,105.881,-5.881,0.422389,-80.8361,-0.088215,3.22821,3.05179
7.008,100,107.357,-7.35733,0.186954,-46.1353,-0.11036,3.25036,3.02964
7.04,100,102.148,-2.14797,0.118219,162.793,-0.0322195,3.17222,3.10778
7.072,100,108.441,-8.44122,-0.1519,-196.664,-0.126618,3.26662,3.01338
7.104,100,104.974,-4.9742,-0.311074,108.344,-0.074613,3.21461,3.06539
7.136,100,107.432,-7.43225,-0.548906,-76.8141,-0.111484,3.25148,3.02852
7.168,100,106.102,-6.10204,-0.744172,41.5691,-0.0915306,3.23153,3.04847
7.2,100,103.066,-3.06601,-0.842284,94.876,-0.0459901,3.18599,3.09401
7.232,100,105.354,-5.35367,-1.0136,-71.4896,-0.0803051,3.22031,3.05969
7.264,100,102.172,-2.17192,-1.0831,99.4297,-0.0325788,3.17258,3.10742
7.296,100,102.811,-2.81089,-1.17305,-19.9677,-0.0421633,3.18216,3.09784
7.328,100,101.366,-1.36649,-1.21678,45.1375,-0.0204973,3.1605,3.1195
7.36,100,101.107,-1.10741,-1.25222,8.09611,-0.0166112,3.15661,3.12339
7.392,100,102.339,-2.33912,-1.32707,-38.4909,-0.0350868,3.17509,3.10491
7.424,100,95.7118,4.28818,-1.18985,207.103,0.0643226,3.07568,3.20432
7.456,100,98.8831,1.11693,-1.1541,-99.1014,0.016754,3.12325,3.15675
7.488,100,96.5605,3.43948,-1.04404,72.5797,0.0515923,3.08841,3.19159
7.52,100,99.4513,0.548667,-1.02648,-90.338,0.00823001,3.13177,3.14823
7.552,100,100.371,-0.370956,-1.03835,-28.7382,-0.00556435,3.14556,3.13444
7.584,100,98.0755,1.92453,-0.976769,71.7338,0.0288679,3.11113,3.16887
7.616,100,98.4282,1.5718,-0.926472,-11.0226,0.023577,3.11642,3.16358
7.648,100,100.332,-0.332184,-0.937102,-59.4996,-0.00498276,3.14498,3.13502
7.68,100,95.0819,4.91808,-0.779723,164.071,0.0737711,3.06623,3.21377
7.712,100,95.2306,4.76944,-0.627101,-4.64484,0.0715416,3.06846,3.21154
7.744,100,94.1947,5.80534,-0.44133,32.372,0.0870802,3.05292,3.22708
7.776,100,97.0596,2.94039,-0.347238,-89.53,0.0441058,3.09589,3.18411
7.808,100,98.8621,1.13787,-0.310826,-56.3286,0.0170681,3.12293,3.15707
7.84,100,94.0649,5.93508,-0.120903,149.913,0.0890262,3.05097,3.22903
7.872,100,97.6685,2.33153,-0.0462944,-112.611,0.0349729,3.10503,3.17497
7.904,100,103.049,-3.04924,-0.14387,-168.149,-0.0457385,3.18574,3.09426
7.936,100,100.079,-0.0790647,-0.1464,92.8179,-0.00118597,3.14119,3.13881
7.968,100,97.34,2.66002,-0.0612793,85.5965,0.0399004,3.1001,3.1799
8,100,95.8683,4.13172,0.0709358,45.9906,0.0619758,3.07802,3.20198
8.032,100,98.6091,1.39089,0.115444,-85.6511,0.0208633,3.11914,3.16086
8.064,100,99.1141,0.885885,0.143793,-15.7813,0.0132883,3.12671,3.15329
8.096,100,95.4937,4.50632,0.287995,113.138,0.0675947,3.07241,3.20759
8.128,100,94.7397,5.26032,0.456325,23.5627,0.0789048,3.0611,3.2189
8.16,100,98.9992,1.00083,0.488351,-133.109,0.0150124,3.12499,3.15501
8.192,100,102.532,-2.5323,0.407318,-110.41,-0.0379845,3.17798,3.10202
8.224,100,97.4942,2.50582,0.487504,157.441,0.0375873,3.10241,3.17759
8.256,100,95.6638,4.33618,0.626262,57.1989,0.0650427,3.07496,3.20504
8.288,100,96.9105,3.08948,0.725125,-38.9593,0.0463422,3.09366,3.18634
8.32,100,95.1056,4.89438,0.881745,56.4031,0.0734157,3.06658,3.21342
8.352,100,95.8336,4.16643,1.01507,-22.7484,0.0624965,3.0775,3.2025
8.384,100,95.0689,4.93106,1.17287,23.8945,0.0739659,3.06603,3.21397
8.416,100,96.3324,3.66756,1.29023,-39.4842,0.0550135,3.08499,3.19501
8.448,100,97.7944,2.20564,1.36081,-45.6851,0.0330846,3.10692,3.17308
8.48,100,97.3987,2.60133,1.44405,12.3651,0.0390199,3.10098,3.17902
8.512,100,97.8208,2.17919,1.51378,-13.1918,0.0326878,3.10731,3.17269
8.544,100,96.8147,3.18527,1.61571,31.44,0.047779,3.09222,3.18778
8.576,100,100.84,-0.840194,1.58883,-125.796,-0.0126029,3.1526,3.1274
8.608,100,99.213,0.786985,1.61401,50.8493,0.0118048,3.1282,3.1518
8.64,100,96.8813,3.11868,1.71381,72.8655,0.0467802,3.09322,3.18678
8.672,100,100.86,-0.859655,1.6863,-124.323,-0.0128948,3.15289,3.12711
8.704,100,100.133,-0.132872,1.68205,22.712,-0.00199308,3.14199,3.13801
8.736,100,97.5768,2.42325,1.75959,79.8788,0.0363487,3.10365,3.17635
8.768,100,97.7686,2.23144,1.831,-5.99395,0.0334716,3.10653,3.17347
8.8,100,98.7164,1.28359,1.87207,-29.6205,0.0192538,3.12075,3.15925
8.832,100,93.1022,6.89785,2.0928,175.446,0.103468,3.03653,3.24347
8.864,100,101.309,-1.30907,2.05091,-256.466,-0.019636,3.15964,3.12036
8.896,100,98.9503,1.04966,2.0845,73.7102,0.0157449,3.12426,3.15574
8.928,100,96.5335,3.46651,2.19543,75.5266,0.0519976,3.088,3.192
8.96,100,97.4084,2.59158,2.27836,-27.3417,0.0388736,3.10113,3.17887
8.992,100,101.324,-1.32355,2.23601,-122.348,-0.0198532,3.15985,3.12015
9.024,100,102.066,-2.06618,2.16989,-23.2073,-0.0309927,3.17099,3.10901
9.056,100,99.4944,0.505624,2.18607,80.369,0.00758435,3.13242,3.14758
9.088,100,98.9847,1.01535,2.21856,15.9289,0.0152302,3.12477,3.15523
9.12,100,95.8665,4.13348,2.35083,97.4416,0.0620022,3.078,3.202
9.152,100,98.3598,1.64023,2.40332,-77.914,0.0246035,3.1154,3.1646
9.184,100,96.8009,3.1991,2.50569,48.7147,0.0479866,3.09201,3.18799
9.216,100,100.916,-0.915824,2.47638,-128.591,-0.0137374,3.15374,3.12626
9.248,100,96.9431,3.05686,2.5742,124.146,0.0458528,3.09415,3.18585
9.28,100,103.026,-3.02596,2.47737,-190.088,-0.0453894,3.18539,3.09461
9.312,100,100.03,-0.0304294,2.4764,93.6104,-0.000456441,3.14046,3.13954
9.344,100,95.5619,4.43813,2.61842,139.643,0.066572,3.07343,3.20657
9.376,100,100.849,-0.848602,2.59126,-165.21,-0.012729,3.15273,3.12727
9.408,100,106.856,-6.85619,2.37187,-187.737,-0.102843,3.24284,3.03716
9.44,100,97.8906,2.10936,2.43937,280.173,0.0316403,3.10836,3.17164
9.472,100,98.8835,1.1165,2.47509,-31.0267,0.0167475,3.12325,3.15675
9.504,100,102.387,-2.38733,2.3987,-109.495,-0.03581,3.17581,3.10419
9.536,100,99.3467,0.653296,2.4196,95.0196,0.00979945,3.1302,3.1498
9.568,100,99.7305,0.269521,2.42823,-11.993,0.00404281,3.13596,3.14404
9.6,100,100.454,-0.453761,2.41371,-22.6025,-0.00680641,3.14681,3.13319
9.632,100,101.667,-1.66655,2.36038,-37.8996,-0.0249982,3.165,3.115
9.664,100,98.4776,1.52237,2.40909,99.6536,0.0228355,3.11716,3.16284
9.696,100,105.033,-5.03282,2.24804,-204.85,-0.0754923,3.21549,3.06451
9.728,100,101.023,-1.02316,2.2153,125.302,-0.0153474,3.15535,3.12465
9.76,100,100.614,-0.61365,2.19567,12.7972,-0.00920475,3.1492,3.1308
9.792,100,100.175,-0.174922,2.19007,13.7103,-0.00262382,3.14262,3.13738
9.824,100,101.688,-1.68787,2.13606,-47.2797,-0.0253181,3.16532,3.11468
9.856,100,99.8886,0.111359,2.13962,56.226,0.00167039,3.13833,3.14167
9.888,100,104.059,-4.05874,2.00974,-130.316,-0.0608812,3.20088,3.07912
9.92,100,99.4946,0.50538,2.02591,142.629,0.0075807,3.13242,3.14758
9.952,100,102.939,-2.93935,1.93185,-107.648,-0.0440903,3.18409,3.09591
9.984,100,98.133,1.86697,1.9916,150.197,0.0280045,3.112,3.168
10.016,100,101.813,-1.81303,1.93358,-115,-0.0271954,3.1672,3.1128
10.048,100,100.275,-0.275008,1.92478,48.0632,-0.00412512,3.14413,3.13587
10.08,100,100.423,-0.423378,1.91123,-4.63656,-0.00635067,3.14635,3.13365
10.112,100,100.215,-0.214885,1.90436,6.51542,-0.00322327,3.14322,3.13678
10.144,100,101.92,-1.91971,1.84292,-53.2758,-0.0287956,3.1688,3.1112
10.176,100,99.6954,0.304588,1.85267,69.5093,0.00456882,3.13543,3.14457
10.208,100,93.8406,6.15936,2.04977,182.962,0.0923904,3.04761,3.23239
10.24,100,102.028,-2.02804,1.98487,-255.856,-0.0304206,3.17042,3.10958
10.272,100,100.718,-0.717598,1.96191,40.9513,-0.010764,3.15076,3.12924
10.304,100,99.4779,0.522114,1.97862,38.741,0.00783171,3.13217,3.14783
10.336,100,100.846,-0.845714,1.95155,-42.7446,-0.0126857,3.15269,3.12731
10.368,100,101.558,-1.55805,1.9017,-22.2605,-0.0233707,3.16337,3.11663
10.4,100,99.7318,0.26819,1.91028,57.07,0.00402285,3.13598,3.14402
10.432,100,100.222,-0.2225,1.90316,-15.3341,-0.0033375,3.14334,3.13666
10.464,100,99.7462,0.253767,1.91128,14.8833,0.0038065,3.13619,3.14381
10.496,100,101.157,-1.15711,1.87425,-44.0899,-0.0173566,3.15736,3.12264
10.528,100,100.804,-0.804405,1.84851,11.022,-0.0120661,3.15207,3.12793
10.56,100,98.8596,1.14038,1.885,60.7746,0.0171057,3.12289,3.15711
