time,setpoint,measured,err,sum_err,der,output,l_speed,r_speed,rolling_mean
3.936,80,82.3334,-2.33342,1.9163,-37.2411,-0.279187,3.41919,2.86081,0.649154
3.968,80,80.5605,-0.560547,1.90285,-15.0189,-0.105936,3.24594,3.03406,0.639399
4,80,82.0358,-2.03579,1.85399,-24.3088,-0.185126,3.32513,2.95487,0.617997
4.032,80,75.8505,4.14946,1.95358,32.0967,0.270177,2.86982,3.41018,0.646025
4.064,80,82.8162,-2.81616,1.88599,-32.3694,-0.249127,3.38913,2.89087,0.618763
4.096,80,83.5983,-3.59833,1.79963,-32.4136,-0.256726,3.39673,2.88327,0.585817
4.128,80,81.2166,-1.21665,1.77043,-6.08355,-0.048958,3.18896,3.09104,0.571845
4.16,80,77.8537,2.1463,1.82194,23.1577,0.188484,2.95152,3.32848,0.583956
4.192,80,86.3188,-6.31876,1.67029,-52.016,-0.420365,3.56037,2.71963,0.531263
4.224,80,82.9536,-2.95364,1.5994,-13.5701,-0.118085,3.25808,3.02192,0.504863
4.256,80,81.5469,-1.5469,1.56228,0.866705,-0.00331774,3.14332,3.13668,0.489436
4.288,80,69.5383,10.4617,1.81336,100.765,0.812756,2.32724,3.95276,0.563855
4.32,80,75.7714,4.22858,1.91484,28.6694,0.246513,2.89349,3.38651,0.591001
4.352,80,76.1612,3.83878,2.00698,19.6872,0.179675,2.96033,3.31967,0.614882
4.384,80,85.3574,-5.35743,1.8784,-60.8853,-0.473913,3.61391,2.66609,0.571289
4.416,80,75.4275,4.57245,1.98814,34.0408,0.287847,2.85215,3.42785,0.600283
4.448,80,85.9416,-5.94161,1.84554,-60.3846,-0.475719,3.61572,2.66428,0.553219
4.48,80,80.2096,-0.209624,1.84051,-0.541111,-0.000453837,3.14045,3.13955,0.54777
4.512,80,82.3114,-2.31141,1.78503,-17.9478,-0.142768,3.28277,2.99723,0.527492
4.544,80,79.1527,0.847258,1.80537,11.964,0.0974939,3.04251,3.23749,0.529744
4.576,80,74.8782,5.12183,1.92829,45.1927,0.371575,2.76842,3.51158,0.561856
4.608,80,79.6236,0.376405,1.93732,-3.39109,-0.0150805,3.15508,3.12492,0.560568
4.64,80,84.921,-4.92102,1.81922,-46.8581,-0.370842,3.51084,2.76916,0.522764
4.672,80,84.7911,-4.79107,1.70423,-36.4036,-0.295983,3.43598,2.84402,0.486368
4.704,80,82.4335,-2.43353,1.64583,-9.47664,-0.0842893,3.22429,3.05571,0.466505
4.736,80,81.6509,-1.65086,1.60621,-1.05911,-0.0177625,3.15776,3.12224,0.452198
4.768,80,80.4501,-0.450134,1.59541,9.15878,0.0653558,3.07464,3.20536,0.446143
4.8,80,83.1034,-3.1034,1.52092,-14.7835,-0.128248,3.26825,3.01175,0.422479
4.832,80,80.8799,-0.879928,1.49981,6.70212,0.0438211,3.09618,3.18382,0.413854
4.864,80,79.2704,0.729562,1.51732,18.7741,0.143826,2.99617,3.28383,0.415931
4.896,80,80.2358,-0.235846,1.51165,6.97422,0.0515782,3.08842,3.19158,0.411671
4.928,80,80.5402,-0.540221,1.49869,3.04292,0.0209681,3.11903,3.16097,0.40549
4.96,80,81.328,-1.32803,1.46682,-4.13077,-0.037003,3.177,3.103,0.394306
4.992,80,75.0762,4.92383,1.58499,48.7942,0.394311,2.74569,3.53431,0.423341
5.024,80,81.2902,-1.29018,1.55402,-12.748,-0.0974232,3.23742,3.04258,0.412427
5.056,80,82.9195,-2.91954,1.48396,-23.7764,-0.190368,3.33037,2.94963,0.391338
5.088,80,83.1113,-3.11125,1.40929,-20.6188,-0.169952,3.30995,2.97005,0.36931
5.12,80,72.6281,7.37192,1.58621,70.8647,0.572606,2.56739,3.71261,0.413076
5.152,80,75.7583,4.24175,1.68801,30.6071,0.259702,2.8803,3.3997,0.436856
5.184,80,84.2174,-4.2174,1.5868,-46.0072,-0.35915,3.49915,2.78085,0.408126
5.216,80,82.8683,-2.86827,1.51796,-25.5631,-0.20246,3.34246,2.93754,0.388026
5.248,80,82.9361,-2.93606,1.44749,-21.0153,-0.171073,3.31107,2.96893,0.367757
5.28,80,88.434,-8.43401,1.24508,-62.6285,-0.515755,3.65576,2.62424,0.314413
5.312,80,86.4114,-6.4114,1.0912,-33.2477,-0.289976,3.42998,2.85002,0.273896
5.344,80,79.1491,0.850868,1.11162,33.9207,0.250996,2.889,3.391,0.277351
5.376,80,78.594,1.40597,1.14537,31.7624,0.240807,2.89919,3.38081,0.284069
5.408,80,79.4416,0.558374,1.15877,18.3466,0.138234,3.00177,3.27823,0.285692
5.44,80,85.4745,-5.47448,1.02738,-35.5965,-0.298355,3.43835,2.84165,0.251809
5.472,80,87.0328,-7.03275,0.858594,-41.4628,-0.354396,3.4944,2.7856,0.209209
5.504,80,87.3351,-7.33507,0.682552,-35.6896,-0.316746,3.45675,2.82325,0.165347
5.536,80,75.9014,4.0986,0.780918,66.7289,0.511562,2.62844,3.65156,0.188082
5.568,80,81.3361,-1.33614,0.748851,8.09367,0.0474196,3.09258,3.18742,0.179323
5.6,80,78.9783,1.02171,0.773372,26.1237,0.196363,2.94364,3.33636,0.184136
5.632,80,76.7975,3.20246,0.850231,39.0719,0.307883,2.83212,3.44788,0.201286
5.664,80,82.7839,-2.78388,0.783418,-18.6287,-0.154705,3.29471,2.98529,0.18442
5.696,80,90.1455,-10.1455,0.539925,-76.2501,-0.629616,3.76962,2.51038,0.126387
5.728,80,87.729,-7.72895,0.35443,-40.8619,-0.357849,3.49785,2.78215,0.0825024
5.76,80,83.9311,-3.93108,0.260085,-1.04055,-0.042003,3.182,3.098,0.0602048
5.792,80,78.2977,1.70225,0.300939,46.112,0.342654,2.79735,3.48265,0.0692769
